"hour","offshore","onshore","pv","river","lake","biogas","gas","phs","battery","methanation","demand","Pump","ElecStr","CH4","Bat_SOC","PHS_SOC","CH4_SOC","elec_price","gas_price"
"3794",6.91,29.06,0.00,5.27,0.00,0.00,0.00,7.86,0.00,0.00,40.57,0.00,0.00,-8.52,0.00,35.54,5617.00,2.00,-2.00
"3795",6.76,27.36,0.00,5.19,0.00,0.00,0.00,7.65,0.00,0.00,38.43,0.00,0.00,-8.52,0.00,26.81,5622.03,2.00,-2.00
"3796",6.67,25.39,0.94,5.12,0.00,0.00,0.00,7.27,0.00,0.00,36.85,0.00,0.00,-8.52,0.00,18.31,5627.06,2.00,-2.00
"3797",6.30,19.53,5.45,5.13,0.00,0.00,0.00,8.91,0.00,0.00,36.78,0.00,0.00,-8.52,0.00,10.23,5632.09,2.00,-2.00
"3798",5.52,14.54,21.33,5.13,0.00,0.00,0.00,0.30,0.00,0.00,38.30,0.00,0.00,-8.52,0.00,0.33,5637.12,2.00,-2.00
"3799",5.38,17.37,41.50,5.08,0.00,0.00,0.00,0.00,0.00,0.00,42.97,0.00,0.00,-8.52,0.00,0.00,5642.15,0.00,0.00
"3800",6.26,24.19,59.61,5.30,0.00,0.00,0.00,0.00,0.00,0.00,47.58,0.00,0.00,-8.52,0.00,0.00,5647.18,0.00,0.00
"3801",6.80,25.96,73.02,5.27,0.00,0.00,0.00,0.00,0.00,0.00,49.69,0.00,0.00,-8.52,0.00,0.00,5652.21,0.00,0.00
"3802",7.41,27.26,81.64,5.19,0.00,0.00,0.00,0.00,0.00,0.00,51.08,0.00,0.00,-8.52,0.00,0.00,5657.23,0.00,0.00
"3803",8.03,28.79,85.18,5.16,0.00,0.00,0.00,0.00,0.00,0.00,51.89,0.00,0.00,-8.52,0.00,0.00,5662.26,0.00,0.00
"3804",8.72,30.32,84.19,5.25,0.00,0.00,0.00,0.00,0.00,0.00,52.97,0.00,0.00,-8.52,0.00,0.00,5667.29,0.00,0.00
"3805",9.47,31.73,78.21,5.38,0.00,0.00,0.00,0.00,0.00,0.00,53.13,0.00,0.00,-8.52,0.00,0.00,5672.32,0.00,0.00
"3806",10.15,32.73,67.70,5.29,0.00,0.00,0.00,0.00,0.00,0.00,51.93,0.00,0.00,-8.52,0.00,0.00,5677.35,0.00,0.00
"3807",10.68,33.74,52.61,5.24,0.00,0.00,0.00,0.00,0.00,0.00,51.18,0.00,0.00,-8.52,0.00,0.00,5682.38,0.00,0.00
"3808",11.08,34.54,34.12,5.17,0.00,0.00,0.00,0.00,0.00,0.00,50.06,0.00,0.00,-8.52,0.00,0.00,5687.41,0.00,0.00
"3809",11.38,33.77,14.92,5.24,0.00,0.00,0.00,0.00,0.00,0.00,48.90,-1.07,0.00,-8.52,0.00,0.00,5692.44,0.00,0.00
"3810",12.11,35.83,3.87,5.36,0.00,0.00,0.00,0.00,0.00,0.00,48.14,-0.51,0.00,-8.52,0.00,1.02,5697.47,0.00,0.00
"3811",13.01,41.97,0.27,5.30,0.00,0.00,0.00,9.30,0.00,0.00,49.67,-9.30,0.00,-8.52,0.00,1.50,5702.50,0.00,0.00
"3812",13.48,46.51,0.00,5.36,0.00,0.00,0.00,0.00,0.00,0.00,47.96,0.00,0.00,-8.52,0.00,0.00,5707.53,0.00,0.00
"3813",13.47,47.39,0.00,5.37,0.00,0.00,0.00,0.00,0.00,0.00,45.00,0.00,0.00,-8.52,0.00,0.00,5712.56,0.00,0.00
"3814",13.22,46.41,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,44.81,0.00,0.00,-8.52,0.00,0.00,5717.59,0.00,0.00
"3815",12.84,44.70,0.00,5.31,0.00,0.00,0.00,0.00,0.00,0.00,48.80,0.00,0.00,-8.52,0.00,0.00,5722.62,0.00,0.00
"3816",12.29,42.77,0.00,5.29,0.00,0.00,0.00,0.00,0.00,0.00,47.53,0.00,0.00,-8.52,0.00,0.00,5727.65,0.00,0.00
"3817",11.86,41.25,0.00,5.22,0.00,0.00,0.00,0.00,0.00,0.00,41.93,0.00,0.00,-8.52,0.00,0.00,5732.68,0.00,0.00
"3818",11.57,40.19,0.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,40.45,0.00,0.00,-8.52,0.00,0.00,5737.71,0.00,0.00
"3819",11.30,39.53,0.00,5.23,0.00,0.00,0.00,0.00,0.00,0.00,38.24,0.00,0.00,-8.52,0.00,0.00,5742.74,0.00,0.00
"3820",11.21,38.50,0.94,5.24,0.00,0.00,0.00,0.00,0.00,0.00,36.52,0.00,0.00,-8.52,0.00,0.00,5747.77,0.00,0.00
"3821",10.58,30.89,5.39,5.25,0.00,0.00,0.00,0.00,0.00,0.00,36.55,0.00,0.00,-8.52,0.00,0.00,5752.79,0.00,0.00
"3822",9.87,24.60,21.32,5.31,0.00,0.00,0.00,0.00,0.00,0.00,37.99,0.00,0.00,-8.52,0.00,0.00,5757.82,0.00,0.00
"3823",10.08,29.08,40.45,5.28,0.00,0.00,0.00,0.00,0.00,0.00,42.81,0.00,0.00,-8.52,0.00,0.00,5762.85,0.00,0.00
"3824",11.64,43.00,58.12,5.24,0.00,0.00,0.00,0.00,0.00,0.00,47.43,0.00,0.00,-8.52,0.00,0.00,5767.88,0.00,0.00
"3825",12.46,47.10,71.68,5.19,0.00,0.00,0.00,0.00,0.00,0.00,49.88,0.00,0.00,-8.52,0.00,0.00,5772.91,0.00,0.00
"3826",12.67,48.37,79.70,5.23,0.00,0.00,0.00,0.00,0.00,0.00,51.41,0.00,0.00,-8.52,0.00,0.00,5777.94,0.00,0.00
"3827",12.85,48.98,82.89,5.21,0.00,0.00,0.00,0.00,0.00,0.00,52.28,0.00,0.00,-8.52,0.00,0.00,5782.97,0.00,0.00
"3828",13.03,49.14,81.57,5.23,0.00,0.00,0.00,0.00,0.00,0.00,53.43,0.00,0.00,-8.52,0.00,0.00,5788.00,0.00,0.00
"3829",13.14,48.77,75.32,5.22,0.00,0.00,0.00,0.00,0.00,0.00,53.23,0.00,0.00,-8.52,0.00,0.00,5793.03,0.00,0.00
"3830",13.21,48.21,64.25,5.30,0.00,0.00,0.00,0.00,0.00,0.00,52.25,0.00,0.00,-8.52,0.00,0.00,5798.06,0.00,0.00
"3831",13.07,47.47,49.07,5.09,0.00,0.00,0.00,0.00,0.00,0.00,51.45,0.00,0.00,-8.52,0.00,0.00,5803.09,0.00,0.00
"3832",12.46,44.03,31.43,5.23,0.00,0.00,0.00,0.00,0.00,0.00,50.36,0.00,0.00,-8.52,0.00,0.00,5808.12,0.00,0.00
"3833",11.60,38.30,14.14,5.17,0.00,0.00,0.00,0.00,0.00,0.00,48.91,0.00,0.00,-8.52,0.00,0.00,5813.15,0.00,0.00
"3834",11.15,38.38,4.10,5.19,0.00,0.00,0.00,0.00,0.00,0.00,48.23,0.00,0.00,-8.52,0.00,0.00,5818.18,0.00,0.00
"3835",11.25,44.67,0.25,5.25,0.00,0.00,0.00,0.00,0.00,0.00,49.38,0.00,0.00,-8.52,0.00,0.00,5823.21,0.00,0.00
"3836",11.30,48.99,0.00,5.20,0.00,0.00,0.00,0.00,0.00,0.00,48.09,-7.06,0.00,-8.52,0.00,0.00,5828.24,0.00,0.00
"3837",11.70,50.56,0.00,5.25,0.00,0.00,0.00,0.00,0.00,0.00,45.32,-9.30,0.00,-8.52,0.00,6.70,5833.27,0.00,0.00
"3838",12.23,50.92,0.00,5.22,0.00,0.00,0.00,0.00,0.00,0.00,44.86,-9.30,0.00,-8.52,0.00,15.54,5838.30,0.00,0.00
"3839",12.36,50.25,0.00,5.24,0.00,0.00,0.00,0.00,0.00,0.00,49.10,-9.30,0.00,-8.52,0.00,24.37,5843.33,0.00,0.00
"3840",12.33,49.06,0.00,5.19,0.00,0.00,0.00,0.00,0.00,0.00,47.68,-9.30,0.00,-8.52,0.00,33.21,5848.36,0.00,0.00
"3841",12.28,47.70,0.00,5.11,0.00,0.00,0.00,0.00,0.00,0.00,42.30,-9.30,0.00,-8.52,0.00,42.04,5853.38,0.00,0.00
"3842",12.19,45.22,0.00,5.07,0.00,0.00,0.00,0.00,0.00,0.00,40.70,-9.30,0.00,-8.52,0.00,50.88,5858.41,0.00,0.00
"3843",11.99,43.06,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.00,38.17,-9.30,0.00,-8.52,0.00,59.71,5863.44,0.00,0.00
"3844",11.71,39.64,0.93,5.04,0.00,0.00,0.00,0.00,0.00,0.00,36.63,-9.30,0.00,-8.52,0.00,68.55,5868.47,0.00,0.00
"3845",10.73,29.85,5.69,5.05,0.00,0.00,0.00,0.00,0.00,0.00,36.64,-6.16,0.00,-8.52,0.00,77.38,5873.50,0.00,0.00
"3846",9.77,24.18,20.23,5.09,0.00,0.00,0.00,0.00,0.00,0.00,38.23,-9.30,0.00,-8.52,0.00,83.24,5878.53,0.00,0.00
"3847",9.97,26.78,38.39,5.17,0.00,0.00,0.00,0.00,0.00,0.00,43.10,-9.30,0.00,-8.52,0.00,92.07,5883.56,0.00,0.00
"3848",10.26,31.56,55.46,5.18,0.00,0.00,0.00,0.00,0.00,0.00,47.65,-9.30,0.00,-8.52,0.00,100.91,5888.59,0.00,0.00
"3849",10.13,32.14,68.65,5.24,0.00,0.00,0.00,0.00,0.00,0.00,49.97,-9.30,0.00,-8.52,0.00,109.74,5893.62,0.00,0.00
"3850",9.66,31.28,76.09,5.24,0.00,0.00,0.00,0.00,0.00,0.00,51.22,-9.30,0.00,-8.52,0.00,118.58,5898.65,0.00,0.00
"3851",9.26,30.38,78.37,5.27,0.00,0.00,0.00,0.00,0.00,0.00,51.92,-9.30,0.00,-8.52,0.00,127.41,5903.68,0.00,0.00
"3852",9.27,30.11,76.56,5.33,0.00,0.00,0.00,0.00,0.00,0.00,52.38,-9.30,-1.58,-8.52,0.00,136.25,5908.71,0.00,0.00
"3853",9.43,29.98,70.31,5.24,0.00,0.00,0.00,0.00,0.00,0.00,53.23,-9.30,-25.67,-8.52,1.42,145.08,5913.74,0.00,0.00
"3854",9.31,29.43,61.27,5.16,0.00,0.00,0.00,0.00,0.00,0.00,52.24,-9.30,-25.67,-8.52,24.53,153.92,5918.77,0.00,0.00
"3855",8.76,28.23,48.63,5.17,0.00,0.00,0.00,0.00,0.00,0.00,51.37,-5.22,-25.67,-8.52,47.64,162.75,5923.80,0.00,0.00
"3856",7.68,24.39,31.69,5.23,0.00,0.00,0.00,0.00,0.00,0.00,50.23,0.00,-10.23,-8.52,70.74,167.71,5928.83,0.00,0.00
"3857",6.61,20.94,13.94,5.25,0.00,0.00,0.00,9.30,1.28,0.00,48.80,0.00,0.00,-8.52,79.96,167.71,5933.86,2.00,-2.00
"3858",6.16,21.66,4.16,5.36,0.00,0.00,0.00,9.30,10.38,0.00,48.49,0.00,0.00,-8.52,78.60,157.38,5938.89,2.00,-2.00
"3859",6.16,26.32,0.24,5.46,0.00,0.00,0.00,9.30,10.54,0.00,49.50,0.00,0.00,-8.52,67.68,147.04,5943.92,2.00,-2.00
"3860",6.23,30.29,0.00,5.39,0.00,0.00,0.00,9.30,5.07,0.00,47.76,0.00,0.00,-8.52,56.59,136.71,5948.94,2.00,-2.00
"3861",6.17,31.75,0.00,5.24,0.00,0.00,0.00,9.30,0.91,0.00,44.85,0.00,0.00,-8.52,51.25,126.38,5953.97,2.00,-2.00
"3862",6.03,31.60,0.00,5.29,0.00,0.00,0.00,9.30,1.38,0.00,45.08,0.00,0.00,-8.52,50.28,116.04,5959.00,2.00,-2.00
"3863",5.75,30.26,0.00,5.25,0.00,0.00,0.00,9.30,6.94,0.00,48.99,0.00,0.00,-8.52,48.83,105.71,5964.03,2.00,-2.00
"3864",5.50,28.65,0.00,5.28,0.00,0.00,0.00,9.30,7.28,0.00,47.48,0.00,0.00,-8.52,41.52,95.38,5969.06,2.00,-2.00
"3865",5.13,26.97,0.00,5.10,0.00,0.00,0.00,9.30,4.02,0.00,41.98,0.00,0.00,-8.52,33.85,85.04,5974.09,2.00,-2.00
"3866",4.51,25.21,0.00,5.07,0.00,0.00,0.00,9.30,4.83,0.00,40.40,0.00,0.00,-8.52,29.62,74.71,5979.12,2.00,-2.00
"3867",3.84,23.27,0.00,5.11,0.00,0.00,0.00,9.30,5.14,0.00,38.14,0.00,0.00,-8.52,24.55,64.38,5984.15,2.00,-2.00
"3868",3.17,20.35,0.95,5.04,0.00,0.00,0.00,9.30,6.29,0.00,36.58,0.00,0.00,-8.52,19.13,54.04,5989.18,2.00,-2.00
"3869",2.36,13.14,5.65,5.01,0.00,0.00,0.00,9.30,9.67,0.00,36.61,0.00,0.00,-8.52,12.51,43.71,5994.21,2.00,-2.00
"3870",1.80,7.55,20.56,5.11,0.00,0.00,0.00,9.30,2.21,0.00,38.01,0.00,0.00,-8.52,2.33,33.38,5999.24,2.00,-2.00
"3871",1.71,7.44,38.76,5.19,0.00,0.00,0.00,0.00,0.00,0.00,42.77,-1.80,0.00,-8.52,0.00,23.04,6004.27,0.00,0.00
"3872",1.91,10.12,54.68,5.31,0.00,0.00,0.00,0.00,0.00,0.00,47.36,-9.30,0.00,-8.52,0.00,24.76,6009.30,0.00,0.00
"3873",2.01,10.38,66.38,5.11,0.00,0.00,0.00,0.00,0.00,0.00,49.48,-9.30,0.00,-8.52,0.00,33.59,6014.33,0.00,0.00
"3874",2.13,10.13,73.35,5.08,0.00,0.00,0.00,0.00,0.00,0.00,50.91,-9.30,0.00,-8.52,0.00,42.43,6019.36,0.00,0.00
"3875",2.20,9.85,76.45,5.07,0.00,0.00,0.00,0.00,0.00,0.00,51.65,-9.30,0.00,-8.52,0.00,51.26,6024.39,0.00,0.00
"3876",2.26,9.83,75.00,5.08,0.00,0.00,0.00,0.00,0.00,0.00,52.34,-9.30,0.00,-8.52,0.00,60.10,6029.42,0.00,0.00
"3877",2.40,10.27,69.99,5.11,0.00,0.00,0.00,0.00,0.00,0.00,52.76,-9.30,-3.59,-8.52,0.00,68.93,6034.45,0.00,0.00
"3878",2.66,11.34,60.26,5.05,0.00,0.00,0.00,0.00,0.00,0.00,51.34,0.00,-19.44,-8.52,3.23,77.77,6039.48,0.00,0.00
"3879",3.06,13.31,46.75,4.96,0.00,0.00,0.00,0.00,0.00,0.00,50.14,-9.30,-0.12,-8.52,20.73,77.77,6044.50,0.00,0.00
"3880",3.56,15.97,30.54,5.09,0.00,0.00,0.00,2.14,0.00,0.00,48.78,0.00,0.00,-8.52,20.83,86.60,6049.53,0.00,0.00
"3881",4.02,18.56,14.16,5.17,0.00,0.00,0.00,9.30,4.75,0.00,47.43,0.00,0.00,-8.52,20.83,84.22,6054.56,2.00,-2.00
"3882",4.66,22.74,4.24,5.25,0.00,0.00,0.00,9.30,9.48,0.00,47.15,0.00,0.00,-8.52,15.84,73.89,6059.59,2.00,-2.00
"3883",5.87,30.21,0.28,5.31,0.00,0.00,0.00,9.30,5.57,0.00,48.02,0.00,0.00,-8.52,5.86,63.56,6064.62,2.00,-2.00
"3884",7.37,37.31,0.00,5.33,0.00,0.00,0.00,5.11,0.00,0.00,46.59,0.00,0.00,-8.52,0.00,53.22,6069.65,0.00,0.00
"3885",8.49,41.22,0.00,5.28,0.00,0.00,0.00,0.00,0.00,0.00,44.19,-2.27,0.00,-8.52,0.00,47.55,6074.68,0.00,0.00
"3886",9.48,43.18,0.00,5.25,0.00,0.00,0.00,0.00,0.00,0.00,44.26,-5.13,0.00,-8.52,0.00,49.71,6079.71,0.00,0.00
"3887",10.29,44.09,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,47.92,-3.19,0.00,-8.52,0.00,54.59,6084.74,0.00,0.00
"3888",10.76,44.31,0.00,5.19,0.00,0.00,0.00,0.00,0.00,0.00,46.66,-5.07,0.00,-8.52,0.00,57.62,6089.77,0.00,0.00
"3889",10.92,43.91,0.00,5.18,0.00,0.00,0.00,0.00,0.00,0.00,40.94,-9.30,0.00,-8.52,0.00,62.44,6094.80,0.00,0.00
"3890",10.81,43.02,0.00,5.10,0.00,0.00,0.00,0.00,0.00,0.00,39.04,-9.30,0.00,-8.52,0.00,71.27,6099.83,0.00,0.00
"3891",10.46,40.92,0.00,5.02,0.00,0.00,0.00,0.00,0.00,0.00,36.56,-9.30,0.00,-8.52,0.00,80.11,6104.86,0.00,0.00
"3892",9.73,36.51,1.00,4.98,0.00,0.00,0.00,0.24,0.00,0.00,34.65,-9.30,0.00,-8.52,0.00,88.94,6109.89,0.00,0.00
"3893",8.27,26.62,5.69,5.02,0.00,0.00,0.00,0.00,0.00,0.00,33.94,-3.14,0.00,-8.52,0.00,97.51,6114.92,0.00,0.00
"3894",6.69,21.95,20.85,5.03,0.00,0.00,0.00,0.00,0.00,0.00,33.81,-9.30,0.00,-8.52,0.00,100.48,6119.95,0.00,0.00
"3895",5.90,23.32,40.11,5.06,0.00,0.00,0.00,0.00,0.00,0.00,34.85,-9.30,0.00,-8.52,0.00,109.32,6124.98,0.00,0.00
"3896",5.71,23.26,57.24,5.02,0.00,0.00,0.00,0.00,0.00,0.00,37.28,-9.30,0.00,-8.52,0.00,118.15,6130.01,0.00,0.00
"3897",5.36,21.56,70.15,5.07,0.00,0.00,0.00,0.00,0.00,0.00,40.62,-9.30,0.00,-8.52,0.00,126.99,6135.04,0.00,0.00
"3898",4.73,20.14,77.86,5.09,0.00,0.00,0.00,0.00,0.00,0.00,43.07,-9.30,0.00,-8.52,0.00,135.82,6140.07,0.00,0.00
"3899",3.34,19.31,80.79,5.09,0.00,0.00,0.00,0.00,0.00,0.00,44.14,-9.30,-8.57,-8.52,0.00,144.66,6145.09,0.00,0.00
"3900",1.67,17.73,79.44,5.11,0.00,0.00,0.00,0.00,0.00,0.00,45.47,-9.30,-25.67,-8.52,7.71,153.49,6150.12,0.00,0.00
"3901",1.15,16.37,72.96,5.09,0.00,0.00,0.00,0.00,0.00,0.00,46.88,-9.30,-25.67,-8.52,30.82,162.33,6155.15,0.00,0.00
"3902",1.46,15.86,62.20,5.01,0.00,0.00,0.00,0.00,0.00,0.00,44.31,-9.30,-22.39,-8.52,53.93,171.17,6160.18,0.00,0.00
"3903",1.59,15.50,47.84,4.91,0.00,0.00,0.00,0.00,0.00,0.00,43.04,0.00,-18.26,-8.52,74.07,180.00,6165.21,0.00,0.00
"3904",1.59,14.77,31.06,4.89,0.00,0.00,0.00,0.00,0.00,0.00,41.77,0.00,-2.01,-8.52,90.51,180.00,6170.24,0.00,0.00
"3905",1.95,13.99,14.31,5.00,0.00,0.00,0.00,9.30,0.00,0.00,40.75,0.00,0.00,-3.80,92.32,180.00,6175.27,32.50,-32.50
"3906",2.57,12.47,4.40,5.09,0.00,0.00,0.00,9.30,7.15,0.00,40.98,0.00,0.00,0.00,92.32,169.67,6177.51,32.50,-32.50
"3907",3.19,12.84,0.29,5.19,0.00,0.00,0.00,9.30,11.12,0.00,41.92,0.00,0.00,0.00,84.80,159.33,6177.51,32.50,-32.50
"3908",3.37,14.80,0.00,5.19,0.00,0.00,0.00,9.30,8.88,0.00,41.53,0.00,0.00,0.00,73.10,149.00,6177.51,32.50,-32.50
"3909",3.20,17.06,0.00,5.15,0.00,0.00,0.00,9.30,5.30,0.00,40.01,0.00,0.00,0.00,63.75,138.67,6177.51,32.50,-32.50
"3910",3.08,19.26,0.00,5.18,0.00,0.00,0.00,9.30,3.54,0.00,40.36,0.00,0.00,0.00,58.18,128.33,6177.51,32.50,-32.50
"3911",3.57,20.94,0.00,5.22,0.00,0.00,0.00,9.30,10.26,0.00,45.13,0.00,0.00,-4.17,54.44,118.00,6177.51,32.50,-32.50
"3912",4.17,21.53,0.00,5.13,0.00,0.00,0.00,9.30,12.78,0.00,44.40,0.00,0.00,-8.52,43.64,107.67,6179.97,32.50,-32.50
"3913",4.13,21.12,0.00,5.01,0.00,0.00,0.00,9.30,8.44,0.00,39.47,0.00,0.00,-8.52,30.19,97.33,6185.00,32.50,-32.50
"3914",3.74,20.35,0.00,4.91,0.00,0.00,0.00,9.30,0.00,0.00,37.65,0.00,0.00,-0.66,21.30,87.00,6190.03,32.50,-32.50
"3915",3.40,19.12,0.00,4.82,0.00,0.00,0.00,9.30,6.84,0.00,34.96,0.00,0.00,-8.52,21.30,76.67,6190.42,32.50,-32.50
"3916",3.19,17.19,1.00,4.76,0.00,0.00,0.00,9.30,6.20,0.00,33.12,0.00,0.00,-8.52,14.10,66.33,6195.45,32.50,-32.50
"3917",2.84,12.68,5.35,4.82,0.00,0.00,0.00,9.30,5.62,0.00,32.10,0.00,0.00,-8.52,7.56,56.00,6200.48,32.50,-32.50
"3918",2.50,10.02,20.70,4.77,0.00,0.00,0.00,0.00,1.56,0.00,31.03,0.00,0.00,-8.52,1.64,45.67,6205.51,32.50,-32.50
"3919",2.17,10.51,39.91,4.78,0.00,0.00,0.00,0.00,0.00,0.00,31.34,-9.30,0.00,-8.52,0.00,45.67,6210.53,0.00,0.00
"3920",1.90,11.20,56.85,4.78,0.00,0.00,0.00,0.00,0.00,0.00,32.89,-9.30,0.00,-8.52,0.00,54.50,6215.56,0.00,0.00
"3921",1.66,10.78,69.55,4.81,0.00,0.00,0.00,0.00,0.00,0.00,35.78,-9.30,0.00,-8.52,0.00,63.34,6220.59,0.00,0.00
"3922",1.51,10.35,77.89,4.91,0.00,0.00,0.00,0.00,0.00,0.00,38.56,-9.30,0.00,-8.52,0.00,72.17,6225.62,0.00,0.00
"3923",1.52,10.43,81.55,4.96,0.00,0.00,0.00,0.00,0.00,0.00,40.42,-9.30,-11.63,-8.52,0.00,81.01,6230.65,0.00,0.00
"3924",1.79,10.84,80.36,4.92,0.00,0.00,0.00,0.00,0.00,0.00,42.38,-9.30,-25.67,-8.52,10.47,89.84,6235.68,0.00,0.00
"3925",2.79,11.11,74.77,4.87,0.00,0.00,0.00,0.00,0.00,0.00,44.11,-9.30,-25.67,-8.52,33.57,98.68,6240.71,0.00,0.00
"3926",3.88,11.31,64.50,4.81,0.00,0.00,0.00,0.00,0.00,0.00,41.13,-9.30,-25.54,-8.52,56.68,107.51,6245.74,0.00,0.00
"3927",4.65,11.73,50.34,4.65,0.00,0.00,0.00,0.00,0.00,0.00,39.48,-9.30,-14.06,-8.52,79.66,116.35,6250.77,0.00,0.00
"3928",5.16,12.19,32.72,4.55,0.00,0.00,0.00,0.00,0.00,0.00,38.17,-7.93,0.00,-8.52,92.32,125.18,6255.80,27.79,-27.79
"3929",5.16,12.98,14.53,4.72,0.00,0.00,0.00,0.00,0.17,0.00,37.56,0.00,0.00,0.00,92.32,132.71,6260.83,32.50,-32.50
"3930",4.66,13.37,4.20,4.87,0.00,0.00,0.00,9.30,2.05,0.00,38.45,0.00,0.00,0.00,92.14,132.71,6260.83,32.50,-32.50
"3931",4.10,14.43,0.27,5.08,0.00,0.00,0.00,9.30,7.58,0.00,40.76,0.00,0.00,0.00,89.99,122.38,6260.83,32.50,-32.50
"3932",4.40,15.00,0.00,5.13,0.00,0.00,0.00,9.30,7.63,0.00,41.46,0.00,0.00,0.00,82.00,112.04,6260.83,32.50,-32.50
"3933",5.47,14.60,0.00,5.05,0.00,0.00,0.00,9.30,14.73,0.00,40.63,0.00,0.00,-8.52,73.97,101.71,6260.83,32.50,-32.50
"3934",6.03,14.33,0.00,5.04,0.00,0.00,0.00,9.30,8.22,0.00,40.96,0.00,0.00,-1.96,58.46,91.38,6265.86,32.50,-32.50
"3935",6.25,14.39,0.00,4.97,0.00,0.00,0.00,9.30,18.70,0.00,45.08,0.00,0.00,-8.52,49.81,81.04,6267.01,32.50,-32.50
"3936",6.32,14.83,0.00,4.87,0.00,0.00,0.00,9.30,17.37,0.00,44.17,0.00,0.00,-8.52,30.12,70.71,6272.04,32.50,-32.50
"3937",6.26,15.53,0.00,4.80,3.40,0.00,0.00,9.30,0.00,0.00,39.29,0.00,0.00,0.00,11.84,60.38,6277.07,32.50,-32.50
"3938",6.06,15.92,0.00,4.72,1.79,0.00,0.00,9.30,0.00,0.00,37.79,0.00,0.00,0.00,11.84,50.04,6277.07,32.50,-32.50
"3939",5.95,16.17,0.00,4.65,0.00,0.00,0.00,9.30,0.00,0.00,35.69,0.00,0.00,-0.38,11.84,39.71,6277.07,32.50,-32.50
"3940",5.75,15.74,0.95,4.61,0.00,0.00,0.00,9.30,6.34,0.00,34.17,0.00,0.00,-8.52,11.84,29.38,6277.29,32.50,-32.50
"3941",5.66,13.45,5.17,4.62,0.00,0.00,0.00,9.30,4.90,0.00,34.58,0.00,0.00,-8.52,5.16,19.04,6282.32,32.50,-32.50
"3942",6.22,12.74,18.35,4.72,0.00,0.00,0.00,0.00,0.00,0.00,36.77,0.00,0.00,-5.26,0.00,8.71,6287.35,32.50,-32.50
"3943",6.35,14.05,34.18,4.78,0.00,0.00,0.00,0.00,0.00,0.00,41.78,-9.05,0.00,-8.52,0.00,8.71,6290.45,27.79,-27.79
"3944",5.92,14.81,49.40,5.00,0.00,0.00,0.00,0.00,0.00,0.00,46.53,-9.30,0.00,-8.52,0.00,17.31,6295.48,0.00,0.00
"3945",5.77,14.79,62.06,5.10,0.00,0.00,0.00,0.00,0.00,0.00,49.35,-9.30,0.00,-8.52,0.00,26.14,6300.51,0.00,0.00
"3946",5.66,14.17,70.82,5.05,0.00,0.00,0.00,0.00,0.00,0.00,51.19,-9.30,0.00,-8.52,0.00,34.98,6305.54,0.00,0.00
"3947",5.62,12.95,75.27,5.00,0.00,0.00,0.00,0.00,0.00,0.00,51.95,-9.30,-21.57,-8.52,0.00,43.81,6310.57,0.00,0.00
"3948",6.00,12.06,75.59,4.96,0.00,0.00,0.00,0.00,0.00,0.00,52.97,-9.30,-25.67,-8.52,19.41,52.65,6315.60,0.00,0.00
"3949",6.95,12.42,71.08,4.98,0.00,0.00,0.00,0.00,0.00,0.00,53.29,-9.30,-24.31,-8.52,42.52,61.48,6320.63,0.00,0.00
"3950",8.38,14.77,61.60,4.88,0.00,0.00,0.00,0.00,0.00,0.00,52.19,-9.30,-19.61,-8.52,64.40,70.32,6325.66,0.00,0.00
"3951",9.86,17.86,47.65,4.83,0.00,0.00,0.00,0.00,0.00,0.00,51.04,-9.30,-11.34,-8.52,82.05,79.15,6330.69,0.00,0.00
"3952",11.01,20.98,30.83,4.75,0.00,0.00,0.00,0.00,0.00,0.00,49.67,-9.30,-0.08,-8.52,92.25,87.99,6335.72,0.00,0.00
"3953",11.60,23.83,13.87,4.78,0.00,0.00,0.00,0.00,0.00,0.00,48.32,0.00,0.00,-5.77,92.32,96.82,6340.75,32.50,-32.50
"3954",11.84,25.82,4.26,4.87,1.22,0.00,0.00,0.00,0.00,0.00,48.01,0.00,0.00,0.00,92.32,96.82,6344.15,32.50,-32.50
"3955",11.64,27.73,0.26,4.98,0.00,0.00,0.00,0.00,5.17,0.00,49.79,0.00,0.00,0.00,92.32,96.82,6344.15,32.50,-32.50
"3956",11.36,28.39,0.00,5.02,0.00,0.00,0.00,0.00,7.23,0.00,48.27,0.00,0.00,-3.73,86.88,96.82,6344.15,32.50,-32.50
"3957",11.22,27.24,0.00,5.04,0.00,0.00,0.00,0.00,10.41,0.00,45.38,0.00,0.00,-8.52,79.26,96.82,6346.35,32.50,-32.50
"3958",11.26,26.13,0.00,5.05,0.00,0.00,0.00,0.00,11.02,0.00,44.94,0.00,0.00,-8.52,68.31,96.82,6351.38,32.50,-32.50
"3959",11.11,25.45,0.00,5.04,0.00,0.00,0.00,0.00,15.65,0.00,48.73,0.00,0.00,-8.52,56.71,96.82,6356.41,32.50,-32.50
"3960",10.88,24.65,0.00,4.97,0.00,0.00,0.00,0.00,15.24,0.00,47.22,0.00,0.00,-8.52,40.23,96.82,6361.44,32.50,-32.50
